index,verse_index,verse_id,word_index,root_word,arabic,english,transliterated,meanings,chapter_number,verse_number
75658,5812,79:25,4,ا خ ر,ٱلْـَٔاخِرَةِ,(for) the last / Hereafter,l-ākhirati,to put back; put behind; postpone; Hereafter; Last abode; Next life; last one; latter; another; other; final; after; last; delayed; respite,79,25
75659,5812,79:25,5,ا و ل,وَٱلْأُولَىٰٓ,and the first.,wal-ūlā,"To return, be before, come back to. To interpret [by consideration], explain. To contract, withdraw, become. To preside over, hold command or authority. To come to be. To put in a proper state/condition, or to compose [an affair]. To resort to; namely [a thing of any kind; the thing or place whence he or it originated, or came. His or its origin or source; his or its original state, condition, quantity, weight; any place. A former action, saying, or the like]. To return or restore to [ a thing, place, or disposition]. To explain, expound, interpret [collecting the meanings of dubious expressions by such expression as is clear, or plain, without dubiousness]. To explain the meaning of that which is equivocal or ambiguous. To be seen from a distance.",79,25
75660,5813,79:26,1,ا ن ن,إِنَّ,"Indeed,",inna,,79,26
75661,5813,79:26,2,ف ي,فِى,in,fī,(preposition) in; into; amongst; in company with; during; with; of; for; for the sake of; upon; concerning; after; in comparison; about; among; on account of; respecting; by the side of; on; by; against; according to; in respect of,79,26
75662,5813,79:26,3,ذ ل ك,ذَٰلِكَ,that (is),dhālika,,79,26
75663,5813,79:26,4,ع ب ر,لَعِبْرَةً,surely a lesson,laʿib'ratan,to cross; interpret; state clearly; pass over; consider; ponder; take into account; get experience from; take warning; regard; warning; example; instructive warning; learn a lesson,79,26
75664,5813,79:26,5,م ن,لِّمَن,for whoever,liman,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,79,26
75665,5813,79:26,6,خ ش ي,يَخْشَىٰٓ,he is reverent.,yakhshā,to awe; awe with reverence; fear,79,26
75666,5814,79:27,1,ا ن ت م,ءَأَنتُمْ,Are you [all],a-antum,,79,27
75667,5814,79:27,2,ش د د,أَشَدُّ,more difficult,ashaddu,to bind tightly; strap; strengthen firmly; run; establish; make firm; hard; strong; be advanced (day); intense; great; strict; violent; severe; mighty; terrible; stern; grievous; age of full strength; maturity / شَدِيدٌ = severe; strong; mighty; sternly; great strength; violent (warfare); extreme limit,79,27
75668,5814,79:27,3,خ ل ق,خَلْقًا,creation,khalqan,"to measure; proportion; determine; fashion; create; form a thing; behave kindly; to measure for making something; to make proportional, balanced or smooth; ",79,27
75669,5814,79:27,4,ا م,أَمِ,or is,ami,or (as a question),79,27
75670,5814,79:27,5,س م و,ٱلسَّمَآءُ,the heaven?,l-samāu,name; attribute; to be high; raised lofty; heavens; heights; rain; rain clouds; figure seen from afar; good repute; fame; sublime; fixed; determined,79,27
75671,5814,79:27,6,ب ن ي,بَنَىٰهَا,He constructed it.,banāhā,to build; construct; erect; edifice for protection; sealed roof; structure; any production or piece of work consisting of parts joined together in some definite manner and order; builder; architect; building; structure; fabric,79,27
75672,5815,79:28,1,ر ف ع,رَفَعَ,He raised,rafaʿa,to raise up; lift; exalt; take away; trace back (a tradition); honor; show regard; advance speedily; elevate; raise in dignity or rank,79,28
75673,5815,79:28,2,س م ك,سَمْكَهَا,its ceiling (masses),samkahā,to raise; ascend; be lofty; be high; roof; the highest part of the interior of a building; height; canopy; thickness,79,28
75674,5815,79:28,3,س و ي,فَسَوَّىٰهَا,and He perfected it.,fasawwāhā,equal; level; complete; arrange; uniform; even; filled the space; consistent; fashion to a suitable manner; perfect a thing; to establish; become firm or firmly settled; to turn to a thing; to turn one's direction; mount; right; sound health; to proportion; fashion; perfect; midst / يَسْتَوِي = He is equal,79,28
75675,5816,79:29,1,غ ط ش,وَأَغْطَشَ,And He darkened,wa-aghṭasha,"became dark, became weak, feigning negligence or heedlessness",79,29
75676,5816,79:29,2,ل ي ل,لَيْلَهَا,its night,laylahā,"night, evening (sunset to sunrise)",79,29
75677,5816,79:29,3,خ ر ج,وَأَخْرَجَ,and He brought out,wa-akhraja,go out; go forth; come forth; deport; attack; rebel against; pay a tax; income; spend; tribute; maintenance,79,29
75678,5816,79:29,4,ض ح و,ضُحَىٰهَا,its brightness / bright part of the day.,ḍuḥāhā,suffer from the heat of the sun; become uncovered; be exposed; appear conspicuously; early afternoon; part of the forenoon when the sun is already high; brightness of the day; full brightness of the sun,79,29
75679,5817,79:30,1,ا ر ض,وَٱلْأَرْضَ,And the earth,wal-arḍa,to rotate; bring forth herbs; that which rotates; earth; land; city; country; ground,79,30
75680,5817,79:30,2,ب ع د,بَعْدَ,after,baʿda,to be far off; go a long way off; go away; die; perish; ... afterwards; again; ...remote; far; away; distant; latter,79,30
75681,5817,79:30,3,ذ ل ك,ذَٰلِكَ,that,dhālika,,79,30
75682,5817,79:30,4,د ح و,دَحَىٰهَآ,He spread it / made it egg-shaped.,daḥāhā,"To hurl, spread forth, expand, stretch out, cast away, extend, drive along, place to set egg, female ostrich, egg, ostrich egg, the spreading of sand for when an Arabian ostrich lays its egg.",79,30
75683,5818,79:31,1,خ ر ج,أَخْرَجَ,He produced,akhraja,go out; go forth; come forth; deport; attack; rebel against; pay a tax; income; spend; tribute; maintenance,79,31
75684,5818,79:31,2,م ن,مِنْهَا,"from it,",min'hā,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,79,31
75685,5818,79:31,3,م و ه,مَآءَهَا,its water,māahā,water; sap of plants; juice; to hold much water; draw water,79,31
75686,5818,79:31,4,ر ع ي,وَمَرْعَىٰهَا,and its pasture.,wamarʿāhā,to pasture; feed; observe; graze; keep (an order); tend; rule; regard,79,31
75687,5819,79:32,1,ج ب ل,وَٱلْجِبَالَ,"And the mountains,",wal-jibāla,to form; create; mix (clay with water); crowd; multitude; generation; mountain; chiefs,79,32
75688,5819,79:32,2,ر س و,أَرْسَىٰهَا,He anchored / established it.,arsāhā,to be firm; set; established; stable; immovable; still; lay an anchor; mooring; arrival; coming to pass,79,32
75689,5820,79:33,1,م ت ع,مَتَـٰعًا,(As) a provision,matāʿan,"to carry a thing away; be advance; rise (mirage); be strong (rope); give a dowry (to a divorced woman); let anyone enjoy a thing long; make life comfortable; make a provision with a long life; comfort; ease; enjoyment; provision; household stuff; utensils; goods; all kinds of things necessary for the life of humans and cattle; ",79,33
75690,5820,79:33,2,ل,لَّكُمْ,for you [all],lakum,"a preposition denoting possession or attribution; to; for; unto; on account of; in order to; belonging to; ",79,33
75691,5820,79:33,3,ن ع م,وَلِأَنْعَـٰمِكُمْ,and for your livestock.,wali-anʿāmikum,to lead an easy life; enjoy comforts and conveniences of life; be joyful; favor; gift; delights; ease; comforts; riches; grace; blessed; blessings; kindness; beneficence; bliss; cattle; camel; cow; yes,79,33
75692,5821,79:34,1,ا ذ ا,فَإِذَا,But when,fa-idhā,when (future particle); if; behold; then; at a time; as; while; since; on or all of a sudden; in that case; for that reason; thus,79,34
75693,5821,79:34,2,ج ي ا,جَآءَتِ,[it] (will) come,jāati,to come; bring; arrive; fall (rain); do a thing,79,34
75694,5821,79:34,3,ط م م,ٱلطَّآمَّةُ,the overwhelming event / calamity,l-ṭāmatu,"to cover up, overflow, overwhelm, swallow up, fill to the brim",79,34
75695,5821,79:34,4,ك ب ر,ٱلْكُبْرَىٰ,"the great,",l-kub'rā,to be hard; grievous; grow up; be great; advanced in years; be good; grow big and tall; illustrious; become momentous (affair); become haughty; arrogant; heinous crime; nobility; chief; leaders; men; leader; elder; to extol; stiffneckedness; glorifying; exalt; dignified / اسْتِكْبَارًا = behaving arrogantly or proudly; showing too much pride in oneself and too little consideration for others,79,34
75696,5822,79:35,1,ي و م,يَوْمَ,(The) Day,yawma,to be one; exist for a day; spend; last a day; day; time; aeon; day and night; moment,79,35
75697,5822,79:35,2,ذ ك ر,يَتَذَكَّرُ,[he] will remember,yatadhakkaru,to remember; commemorate; bear in mind; mention; recollect; praise; extol; warning; male,79,35
75698,5822,79:35,3,ا ن س,ٱلْإِنسَـٰنُ,the human being,l-insānu,to see feelings of warmth; of affection and love; be sociable; be friendly; be familiar with; delight by good manners; perceive a thing from a far,79,35
75699,5822,79:35,4,م ا,مَا,what,mā,that; which; that which; whatsoever; as much as; any kind; when; how,79,35
75700,5822,79:35,5,س ع ي,سَعَىٰ,he strove (for).,saʿā,to strive; go quickly; hasten; run; age of running or work; endeavour; exert; act,79,35
75701,5823,79:36,1,ب ر ز,وَبُرِّزَتِ,And [it] (will be) made manifest,waburrizati,"went; came; passed out; forth, issued, appeared, became apparent; manifest; evident; became prominent; projecting; put forth; produce/publish; uncovered; outstrip; surpass; go beyond a thing; a man characterized by pleasing, goodly aspect and by intelligence; a field or wide expanse of land without trees",79,36
75702,5823,79:36,2,ج ح م,ٱلْجَحِيمُ,the Hellfire,l-jaḥīmu,Hellfire; blazing fire; intense fire; Gehenna,79,36
75703,5823,79:36,3,م ن,لِمَن,to (him) who,liman,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,79,36
75704,5823,79:36,4,ر ا ي,يَرَىٰ,he sees.,yarā,to see; think; judge; hold; in opinion of; perceive; consider,79,36
75705,5824,79:37,1,ا م م ا,فَأَمَّا,Then as for,fa-ammā,,79,37
75706,5824,79:37,2,م ن,مَن,(him) who,man,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,79,37
75707,5824,79:37,3,ط غ و,طَغَىٰ,he transgressed.,ṭaghā,to transgress; wander from its orbit; exceed the bound; to rise high; rebellious; being exceedingly wicked; injustice; infidelity; storm of thunder and lightning of extreme severity; extreme wickedness,79,37
75708,5825,79:38,1,ا ث ر,وَءَاثَرَ,And he preferred,waāthara,to relate; narrate; recite; choose; propose; transmit; raise; prefer; effect; excite; trace; evidence; tradition; teaching; remains; relics of knowledge transmitted (sunnah); footprint; vestige; mark; print; memorial of antiquity,79,38
75709,5825,79:38,2,ح ي ي,ٱلْحَيَوٰةَ,the life (of),l-ḥayata,"To live, be alive, be ashamed, spend (the night) awake, fertilize the earth, keep anyone alive; spare any one, let anyone alive, remove prudency, modesty and shamefulness, make immodest, To be in good condition, have the means of subsistence, to be apparent or distinct, have prolonged or preserved life, free from evil or harm, have dominion, be honored, receive benefit, to salute, to enliven/revive/give life to, to nourish, vivify/re-vivify/revive/resuscitate, endue/quicken with life, (said of land) to be tilled and made productive, to remain awake, to shrink from a thing, to forbear, to feel or have a sense of or be moved or affected with shame/shyness/bashfulness, be ashamed/shy of doing a thing, disdain or scorn a thing, abstain from a thing/refuse to do it.",79,38
75710,5825,79:38,3,د ن و,ٱلدُّنْيَا,the world.,l-dun'yā,near; lower; less; fewer; more fit; more proper; more likely; within reach; this world,79,38
75711,5826,79:39,1,ا ن ن,فَإِنَّ,"Then indeed,",fa-inna,,79,39
75712,5826,79:39,2,ج ح م,ٱلْجَحِيمَ,"the Hellfire,",l-jaḥīma,Hellfire; blazing fire; intense fire; Gehenna,79,39
75713,5826,79:39,3,ه ي,هِىَ,it (is),hiya,,79,39
75714,5826,79:39,4,ا و ي,ٱلْمَأْوَىٰ,the abode.,l-mawā,"To take oneself for shelter, refuge or rest; have recourse to retire, give hospitality to",79,39
75715,5827,79:40,1,ا م م ا,وَأَمَّا,But as for,wa-ammā,,79,40
75716,5827,79:40,2,م ن,مَنْ,(him) who,man,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,79,40
75717,5827,79:40,3,خ و ف,خَافَ,he feared / reverenced,khāfa,to fear; be frightened; apprehensive; suspicious; anxious; cautious; know,79,40
75718,5827,79:40,4,ق و م,مَقَامَ,standing / majesty,maqāma,to stand; stand fast or firm; stand still; stand up; rise; stop; appear in broad light (truth); come back to life; rise against; persevere in; rise in honoring; sustain; rise for prayer; to maintain; erect; set up; rectify; make accurate; awake; to perform prayer; establish; observe; be straightforward; appoint; nation; tribe; party; some people; station; pause in prayer; revolution; livelihood; sustenance; mainstay; normal condition; Sustainer; Guardian; One who manages and maintains the affairs; One who undertakes the maintenance and protection; Maintainer; Resurrection; Hereafter; Day of Judgment; to raise uproar; value; price; stature of a person; the husband; guardian of the wife; true faith; self sustaining; self existing; abode; place; residence; rank; dignity; proportion; symmetry; mould; model (like model employee); formation; straight; right; undeviating without crookedness / قَائِمَةً = upright (people); arises; will come,79,40
75719,5827,79:40,5,ر ب ب,رَبِّهِۦ,"(before) his Lord,",rabbihi,"to be lord and master; collect; possess; rule; increase; complete; perfume; bring up; preserve; last; Mast; Chief; Determiner; Provider; Sustainer; Perfecter; Rewarder; Ruler; Creator; Maintainer; Reposer of properties; King of nature; Developer; Former of rules and laws of the growth; Foster of a thing in such a manner as to make it attain one condition after another until it reaches its goal of completion; (conveys  not only the idea of fostering, bringing up or nourishing but also that of regulating; completing, accomplishing, cherishing, sustaining, and bringing to maturity and evolution from the earliest state to that of the highest perfection.",79,40
75720,5827,79:40,6,ن ه ي,وَنَهَى,and he restrained / refrained,wanahā,"to prevent; forbid; scold away; rebuke; prohibit; make one to stop from; restrain; interdict; hinder desist; refrain; restrain; farthest limit; boundary; ",79,40
75721,5827,79:40,7,ن ف س,ٱلنَّفْسَ,(his) [the] soul / self,l-nafsa,soul; person; self; spirit; mind; ego; inner desire; vital principle; blood; spirit; intention; pride; heart; life; spirit; core; breath; long discourse; aspiration,79,40
75722,5827,79:40,8,ع ن,عَنِ,from,ʿani,off; of; from; about; because; away from; out of; in spite of; concerning; on account of; instead of; for; after; with; on the authority of,79,40
75723,5827,79:40,9,ه و ي,ٱلْهَوَىٰ,the vain desire / sinful lust.,l-hawā,to fall steep as a bird to its prey; rev; perish; pull down; destroy; disappear; yearn; fancy; beguile; infatuate; be blown; inspire with low passion; desires; love; fancies; one void of courage and hope; lowest pit of Hell; abyss; deep place; took away all his reason left him confounded; made evil desires look fair in his eyes,79,40
75724,5828,79:41,1,ا ن ن,فَإِنَّ,"Then indeed,",fa-inna,,79,41
75725,5828,79:41,2,ج ن ن,ٱلْجَنَّةَ,the Paradise -,l-janata,pertaining to things that are hidden,79,41
75726,5828,79:41,3,ه ي,هِىَ,it (is),hiya,,79,41
75727,5828,79:41,4,ا و ي,ٱلْمَأْوَىٰ,the abode.,l-mawā,"To take oneself for shelter, refuge or rest; have recourse to retire, give hospitality to",79,41
75728,5829,79:42,1,س ا ل,يَسْـَٔلُونَكَ,They ask you,yasalūnaka,to ask; interrogate; ask for; demand; pray; beg; question,79,42
75729,5829,79:42,2,ع ن,عَنِ,about,ʿani,off; of; from; about; because; away from; out of; in spite of; concerning; on account of; instead of; for; after; with; on the authority of,79,42
75730,5829,79:42,3,س و ع,ٱلسَّاعَةِ,"the Hour,",l-sāʿati,"to let run free, pasture freely, be lost. sa'atun - while, present time, distance, hour, time",79,42
75731,5829,79:42,4,ا ي ن,أَيَّانَ,when (is),ayyāna,,79,42
75732,5829,79:42,5,ر س و,مُرْسَىٰهَا,its arrival?,mur'sāhā,to be firm; set; established; stable; immovable; still; lay an anchor; mooring; arrival; coming to pass,79,42
75733,5830,79:43,1,ف ي,فِيمَ,Concerning not (are),fīma,(preposition) in; into; amongst; in company with; during; with; of; for; for the sake of; upon; concerning; after; in comparison; about; among; on account of; respecting; by the side of; on; by; against; according to; in respect of,79,43
75734,5830,79:43,2,ا ن ت,أَنتَ,you,anta,,79,43
75735,5830,79:43,3,م ن,مِن,from,min,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,79,43
75736,5830,79:43,4,ذ ك ر,ذِكْرَىٰهَآ,mentioning it?,dhik'rāhā,to remember; commemorate; bear in mind; mention; recollect; praise; extol; warning; male,79,43
75737,5831,79:44,1,ا ل ي,إِلَىٰ,To,ilā,,79,44
75738,5831,79:44,2,ر ب ب,رَبِّكَ,your Lord (is),rabbika,"to be lord and master; collect; possess; rule; increase; complete; perfume; bring up; preserve; last; Mast; Chief; Determiner; Provider; Sustainer; Perfecter; Rewarder; Ruler; Creator; Maintainer; Reposer of properties; King of nature; Developer; Former of rules and laws of the growth; Foster of a thing in such a manner as to make it attain one condition after another until it reaches its goal of completion; (conveys  not only the idea of fostering, bringing up or nourishing but also that of regulating; completing, accomplishing, cherishing, sustaining, and bringing to maturity and evolution from the earliest state to that of the highest perfection.",79,44
75739,5831,79:44,3,ن ه ي,مُنتَهَىٰهَآ,its final destination / fate.,muntahāhā,"to prevent; forbid; scold away; rebuke; prohibit; make one to stop from; restrain; interdict; hinder desist; refrain; restrain; farthest limit; boundary; ",79,44
75740,5832,79:45,1,ا ن ن م,إِنَّمَآ,Only,innamā,,79,45
75741,5832,79:45,2,ا ن ت,أَنتَ,you (are),anta,,79,45
75742,5832,79:45,3,ن ذ ر,مُنذِرُ,a warner,mundhiru,to warn; dedicate; make a vow; caution; promise; offer; present,79,45
75743,5832,79:45,4,م ن,مَن,(for him) who,man,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,79,45
75744,5832,79:45,5,خ ش ي,يَخْشَىٰهَا,he fears it.,yakhshāhā,to awe; awe with reverence; fear,79,45
75745,5833,79:46,1,ك ا ن,كَأَنَّهُمْ,"As though they,",ka-annahum,as if; as though,79,46
75746,5833,79:46,2,ي و م,يَوْمَ,(the) day,yawma,to be one; exist for a day; spend; last a day; day; time; aeon; day and night; moment,79,46
75747,5833,79:46,3,ر ا ي,يَرَوْنَهَا,"they see it,",yarawnahā,to see; think; judge; hold; in opinion of; perceive; consider,79,46
75748,5833,79:46,4,ل م,لَمْ,not,lam,the word لِمَ = why and لَمْ = not [past tense],79,46
75749,5833,79:46,5,ل ب ث,يَلْبَثُوٓا۟,they remain,yalbathū,"to delay; tarry; sojourn; remain in place; lost no time; stayed; ",79,46
75750,5833,79:46,6,ا ل ل ا,إِلَّا,except,illā,if not; unless; except; some; otherwise; less; but; and; also,79,46
75751,5833,79:46,7,ع ش ي,عَشِيَّةً,an evening,ʿashiyyatan,to go by night; be weak sighted; be night blind; withdraw; forsake; evening; nightfall; blinds himself; to take or collect the produce of the earth; aid; save; preserve; give something to someone; do some benefit to someone (also written ayn-shiin-alif and ayn-shiin-waw),79,46
75752,5833,79:46,8,ا و,أَوْ,or,aw,or; either; whether; until; unless,79,46
75753,5833,79:46,9,ض ح و,ضُحَىٰهَا,its brightness / early part of the afternoon.,ḍuḥāhā,suffer from the heat of the sun; become uncovered; be exposed; appear conspicuously; early afternoon; part of the forenoon when the sun is already high; brightness of the day; full brightness of the sun,79,46
75754,5834,80:0,1,س م و,بِسْمِ,In (the) name,bis'mi,name; attribute; to be high; raised lofty; heavens; heights; rain; rain clouds; figure seen from afar; good repute; fame; sublime; fixed; determined,80,0
75755,5834,80:0,2,ا ل ه,ٱللَّهِ,"(of) God,",l-lahi,to serve; worship or adore; to protect; grant refuge; preserve save; rescue; liberate; object of worship,80,0
75756,5834,80:0,3,ر ح م,ٱلرَّحْمَـٰنِ,"Most Gracious,",l-raḥmāni,"to love; have mercy; forgiveness; favor, affection; wombs",80,0
75757,5834,80:0,4,ر ح م,ٱلرَّحِيمِ,Most Merciful.,l-raḥīmi,"to love; have mercy; forgiveness; favor, affection; wombs",80,0
75758,5835,80:1,1,ع ب س,عَبَسَ,He frowned,ʿabasa,"to frown, look sternly, austere, grim",80,1
75759,5835,80:1,2,و ل ي,وَتَوَلَّىٰٓ,and he turned away.,watawallā,to be close; near; follow; be up to; to turn; turn way; undertook; is in authority; took as friend; protects; defends; to make a friend; friend; helper; ally; successor; guardian; heir; defender; inheritance; patron; master; owner; protector; benefactor; clients; inheritors; focal point,80,1
75760,5836,80:2,1,ا ن,أَن,When,an,If; When; Indeed; Not; Because; Although; Lest; That; To,80,2
75761,5836,80:2,2,ج ي ا,جَآءَهُ,[he] came to him,jāahu,to come; bring; arrive; fall (rain); do a thing,80,2
75762,5836,80:2,3,ع م ي,ٱلْأَعْمَىٰ,the blind (person).,l-aʿmā,to swerve from duty; stray from the right course; be or become blind; ignorant; obscure and dubious; deprive of sight; mental blindness; darkness,80,2
75763,5837,80:3,1,م ا,وَمَا,But what*,wamā,that; which; that which; whatsoever; as much as; any kind; when; how,80,3
75764,5837,80:3,2,د ر ي,يُدْرِيكَ,it will make you know (*how do you know)?,yud'rīka,"To know, know by skill. He deceived/deluded/beguiled/circumvented or outwitted a man.",80,3
75765,5837,80:3,3,ل ع ل ل,لَعَلَّهُۥ,That perhaps he,laʿallahu,perhaps; may be that; it is hoped; to be happy; (it is meant to denote a state of hope or fear),80,3
75766,5837,80:3,4,ز ك و,يَزَّكَّىٰٓ,[he] purify himself.,yazzakkā,to grow; be pure and clean; purify; be righteous; thrive; prosper; succeed; improve; Zakat (Obligatory Charity); well understood as 2.5% or 1/40th,80,3
75767,5838,80:4,1,ا و,أَوْ,Or,aw,or; either; whether; until; unless,80,4
75768,5838,80:4,2,ذ ك ر,يَذَّكَّرُ,he is reminded,yadhakkaru,to remember; commemorate; bear in mind; mention; recollect; praise; extol; warning; male,80,4
75769,5838,80:4,3,ن ف ع,فَتَنفَعَهُ,so it (would) benefit him,fatanfaʿahu,to profit; do good; be useful; beneficial,80,4
75770,5838,80:4,4,ذ ك ر,ٱلذِّكْرَىٰٓ,the reminder / message.,l-dhik'rā,to remember; commemorate; bear in mind; mention; recollect; praise; extol; warning; male,80,4
75771,5839,80:5,1,ا م م ا,أَمَّا,As for,ammā,,80,5
75772,5839,80:5,2,م ن,مَنِ,(him) who,mani,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,80,5
75773,5839,80:5,3,غ ن ي,ٱسْتَغْنَىٰ,he considered himself free from need / rich.,is'taghnā,to dwell; flourish; avail; inhabit; be rich or in comfort of life; be free from want; to enrich; render wealthy; to do without a thing; dispense; rich; wealthy; self sufficient; able to do without the help of others; one who suffices or stands in the place of another; fulfill a need,80,5
75774,5840,80:6,1,ا ن ت,فَأَنتَ,So you,fa-anta,,80,6
75775,5840,80:6,2,ل,لَهُۥ,to him,lahu,"a preposition denoting possession or attribution; to; for; unto; on account of; in order to; belonging to; ",80,6
75776,5840,80:6,3,ص د ي,تَصَدَّىٰ,you give attention.,taṣaddā,"an echo; a sound, voice, or cry; to repel [from the religion]; to clap the hands; receive with honor; applaud; pay attention; address",80,6
75777,5841,80:7,1,م ا,وَمَا,And not,wamā,that; which; that which; whatsoever; as much as; any kind; when; how,80,7
75778,5841,80:7,2,ع ل ي,عَلَيْكَ,upon you,ʿalayka,on; upon; at; under; against; provided; so that; in respect; before; according to; for the sake of; to; above; in spite of; near; as,80,7
75779,5841,80:7,3,ا ل ل ا,أَلَّا,that not,allā,if not; unless; except; some; otherwise; less; but; and; also,80,7
75780,5841,80:7,4,ز ك و,يَزَّكَّىٰ,he purify himself.,yazzakkā,to grow; be pure and clean; purify; be righteous; thrive; prosper; succeed; improve; Zakat (Obligatory Charity); well understood as 2.5% or 1/40th,80,7
75781,5842,80:8,1,ا م م ا,وَأَمَّا,But as for,wa-ammā,,80,8
75782,5842,80:8,2,م ن,مَن,(he) who,man,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,80,8
75783,5842,80:8,3,ج ي ا,جَآءَكَ,he came to you,jāaka,to come; bring; arrive; fall (rain); do a thing,80,8
75784,5842,80:8,4,س ع ي,يَسْعَىٰ,he striving / eagerly.,yasʿā,to strive; go quickly; hasten; run; age of running or work; endeavour; exert; act,80,8
75785,5843,80:9,1,ه و,وَهُوَ,While he,wahuwa,,80,9
75786,5843,80:9,2,خ ش ي,يَخْشَىٰ,[he] is reverent.,yakhshā,to awe; awe with reverence; fear,80,9
75787,5844,80:10,1,ا ن ت,فَأَنتَ,But you,fa-anta,,80,10
75788,5844,80:10,2,ع ن,عَنْهُ,from him,ʿanhu,off; of; from; about; because; away from; out of; in spite of; concerning; on account of; instead of; for; after; with; on the authority of,80,10
75789,5844,80:10,3,ل ه و,تَلَهَّىٰ,you were distracted.,talahhā,to preoccupy; beguile; distract; play; divert; forget; delight; turn away; sport; jest; occupy; amuse; unmindful; careless; frivolous,80,10
75790,5845,80:11,1,ك ل ل,كَلَّآ,Nay!,kallā,"all; whole; totality; universality; every; each; everyone; each one; entirely; totally; whenever; every time; often as; so often as; as often as; how often; whatever; whatsoever; both; each of the two; ",80,11
75791,5845,80:11,2,ا ن ن,إِنَّهَا,"Indeed, [it]",innahā,,80,11
75792,5845,80:11,3,ذ ك ر,تَذْكِرَةٌ,a reminder.,tadhkiratun,to remember; commemorate; bear in mind; mention; recollect; praise; extol; warning; male,80,11
75793,5846,80:12,1,م ن,فَمَن,So whosoever,faman,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,80,12
75794,5846,80:12,2,ش ي ا,شَآءَ,he willed,shāa,to will; wish; thing; matter; affair in any way; at all; what is willed our wished; aught; any extent; a little; a bit; at all; in any way,80,12
75795,5846,80:12,3,ذ ك ر,ذَكَرَهُۥ,he (shall) remember it / take heed to it.,dhakarahu,to remember; commemorate; bear in mind; mention; recollect; praise; extol; warning; male,80,12
75796,5847,80:13,1,ف ي,فِى,In,fī,(preposition) in; into; amongst; in company with; during; with; of; for; for the sake of; upon; concerning; after; in comparison; about; among; on account of; respecting; by the side of; on; by; against; according to; in respect of,80,13
75797,5847,80:13,2,ص ح ف,صُحُفٍ,pages / writings / teachings,ṣuḥufin,"to write or read; dig; hollow; large dish; bowl; surface of the earth; scriptures; books; a surface for writing particularly in the form of a leaf, teachings",80,13
75798,5847,80:13,3,ك ر م,مُّكَرَّمَةٍ,honored.,mukarramatin,to be productive; generous; precious; valuable; honorable; yield (rain); noble; kind; gracious; munificent; agreeable; worthy of respect; holy; fruitful; fair,80,13
75799,5848,80:14,1,ر ف ع,مَّرْفُوعَةٍ,"Exalted,",marfūʿatin,to raise up; lift; exalt; take away; trace back (a tradition); honor; show regard; advance speedily; elevate; raise in dignity or rank,80,14
75800,5848,80:14,2,ط ه ر,مُّطَهَّرَةٍۭ,purified.,muṭahharatin,to be pure; clean; chaste; righteous; free from impurity; remove,80,14
75801,5849,80:15,1,ي د ي,بِأَيْدِى,By (the) hands (of),bi-aydī,"to touch; aid; do good; be beneficent; show power and superiority; hand; dual; oblique; willing hand; financial hand; ",80,15
75802,5849,80:15,2,س ف ر,سَفَرَةٍ,ambassadors / messengers.,safaratin,to scribe; write; disperse; travel; set out on a journey; travel; shine (dawn); dispel (the clouds),80,15
75803,5850,80:16,1,ك ر م,كِرَامٍۭ,"Noble / honorable,",kirāmin,to be productive; generous; precious; valuable; honorable; yield (rain); noble; kind; gracious; munificent; agreeable; worthy of respect; holy; fruitful; fair,80,16
75804,5850,80:16,2,ب ر ر,بَرَرَةٍ,righteous.,bararatin,pious; righteous; just; virtuous; truthful; dutiful; kind; benevolent; gift; favor; travel in the land; land,80,16
75805,5851,80:17,1,ق ت ل,قُتِلَ,Woe to,qutila,to kill; put to death; slay; be accused; attempt to kill; commit suicide; to put to death; slaughter; slain; to wage war; fight; combat; battle; violent death; murder; manslaughter; capital punishment,80,17
